,elapsed_time,age,evaluation_year,tree,FullDataSet False Positives,FullDataSet False Negatives,FullDataSet Num Elements,id,optimization,generation
115,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,116,1,10
116,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,117,1,10
117,5.42438,1.0,6,"SingleLearner(ARG0, learnerType('Bayes', None))",18.8,19.0,30.0,118,1,10
118,5.49194,1.0,8,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, 0.01)",11.6,21.4,43.0,119,1,10
119,5.46386,1.0,3,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myIntToFloat(64), passTriState(passTriState(0)))",104.4,13.8,33.0,120,1,10
120,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,121,1,10
121,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,122,1,10
122,5.47368,1.0,4,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 1, myFloatDiv(0.1, 0.1))",11.4,47.6,41.0,123,1,10
123,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,124,1,10
124,5.487,1.0,9,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 1, 0.01)",6.6,48.4,43.0,125,1,10
125,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,126,1,11
126,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,127,1,11
127,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,128,1,11
128,5.50171,1.0,5,"SingleLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}))",20.2,20.2,28.0,129,1,11
129,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,130,1,11
130,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,131,1,11
131,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,132,1,11
132,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,133,1,11
133,123.839,1.0,11,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), 10.0)",109.8,0.0,54.0,134,1,11
134,5.49194,1.0,8,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, 0.01)",11.6,21.4,43.0,135,1,11
135,5.46386,1.0,3,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myIntToFloat(64), passTriState(passTriState(0)))",104.4,13.8,33.0,136,1,11
136,120.942,1.0,10,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(100.0), passTriState(1))",18.8,19.0,29.0,137,1,11
137,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,138,1,11
138,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,139,1,11
139,9.57524,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), myIntSub(255, 2), 0.615788985864941)",17.4,18.2,44.0,140,1,11
140,5.44394,1.0,10,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 100.0), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",5.0,50.6,32.0,141,1,11
141,5.47368,1.0,4,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 1, myFloatDiv(0.1, 0.1))",11.4,47.6,41.0,142,1,11
142,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,143,1,11
143,5.487,1.0,9,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 1, 0.01)",6.6,48.4,43.0,144,1,11
144,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,145,1,12
145,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,146,1,12
146,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,147,1,12
147,5.50171,1.0,5,"SingleLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}))",20.2,20.2,28.0,148,1,12
148,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,149,1,12
149,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,150,1,12
150,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,151,1,12
151,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,152,1,12
152,123.839,1.0,11,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), 10.0)",109.8,0.0,54.0,153,1,12
153,5.46386,1.0,3,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myIntToFloat(64), passTriState(passTriState(0)))",104.4,13.8,33.0,154,1,12
154,120.942,1.0,10,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(100.0), passTriState(1))",18.8,19.0,29.0,155,1,12
155,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,156,1,12
156,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,157,1,12
157,9.57524,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), myIntSub(255, 2), 0.615788985864941)",17.4,18.2,44.0,158,1,12
158,5.44394,1.0,10,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 100.0), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",5.0,50.6,32.0,159,1,12
159,5.47368,1.0,4,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 1, myFloatDiv(0.1, 0.1))",11.4,47.6,41.0,160,1,12
160,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,161,1,12
161,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,162,1,12
162,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,163,1,12
163,5.487,1.0,9,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 1, 0.01)",6.6,48.4,43.0,164,1,12
164,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,165,1,13
165,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,166,1,13
166,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,167,1,13
167,7.15376,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), 42, 0.615788985864941)",16.6,18.4,28.0,168,1,13
168,20.8338,1.0,12,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntSub(255, 2), 1.3850572426509853)",8.8,39.8,50.0,169,1,13
169,5.45242,1.0,0,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, 0.01)",11.2,21.4,40.0,170,1,13
170,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,171,1,13
171,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,172,1,13
172,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,173,1,13
173,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,174,1,13
174,5.42715,1.0,12,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(5, falseBool), 100.0)",101.4,14.6,45.0,175,1,13
175,123.839,1.0,11,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), 10.0)",109.8,0.0,54.0,176,1,13
176,7.59035,1.0,13,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myAnd(equal(myFloatMult(myFloatAdd(myIntToFloat(32), ifThenElseFloat(trueBool, 1.0, 100.0)), myFloatDiv(passFloat(1.0), ifThenFloat(falseBool, 1.0))), myIntToFloat(greaterThan(passFloat(10.0), 0.1))), passBool(trueBool)), 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",11.2,21.0,55.0,177,1,13
177,49.085,1.0,0,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(255, 2), 0.01)",5.2,43.6,46.0,178,1,13
178,5.46386,1.0,3,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myIntToFloat(64), passTriState(passTriState(0)))",104.4,13.8,33.0,179,1,13
179,10.9424,1.0,13,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 6, 0.01)",11.2,21.2,47.0,180,1,13
180,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,181,1,13
181,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,182,1,13
182,9.57524,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), myIntSub(255, 2), 0.615788985864941)",17.4,18.2,44.0,183,1,13
183,5.44394,1.0,10,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 100.0), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",5.0,50.6,32.0,184,1,13
184,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,185,1,13
185,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,186,1,13
186,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,187,1,13
187,5.487,1.0,9,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 1, 0.01)",6.6,48.4,43.0,188,1,13
188,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,189,1,14
189,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,190,1,14
190,5.5687,1.0,0,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, ifThenElseFloat(falseBool, 0.01, 0.1))",10.6,21.4,45.0,191,1,14
191,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,192,1,14
192,7.15376,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), 42, 0.615788985864941)",16.6,18.4,28.0,193,1,14
193,20.8338,1.0,12,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntSub(255, 2), 1.3850572426509853)",8.8,39.8,50.0,194,1,14
194,5.48644,1.0,13,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.21785297418006344), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",4.6,50.4,31.0,195,1,14
195,5.45242,1.0,0,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, 0.01)",11.2,21.4,40.0,196,1,14
196,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,197,1,14
197,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,198,1,14
198,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,199,1,14
199,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,200,1,14
200,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,201,1,14
201,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,202,1,14
202,10.5765,1.0,13,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",16.0,19.2,33.0,203,1,14
203,123.839,1.0,11,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), 10.0)",109.8,0.0,54.0,204,1,14
204,7.59035,1.0,13,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myAnd(equal(myFloatMult(myFloatAdd(myIntToFloat(32), ifThenElseFloat(trueBool, 1.0, 100.0)), myFloatDiv(passFloat(1.0), ifThenFloat(falseBool, 1.0))), myIntToFloat(greaterThan(passFloat(10.0), 0.1))), passBool(trueBool)), 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",11.2,21.0,55.0,205,1,14
205,49.085,1.0,0,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(255, 2), 0.01)",5.2,43.6,46.0,206,1,14
206,10.9424,1.0,13,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 6, 0.01)",11.2,21.2,47.0,207,1,14
207,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,208,1,14
208,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,209,1,14
209,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,210,1,14
210,9.57524,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), myIntSub(255, 2), 0.615788985864941)",17.4,18.2,44.0,211,1,14
211,5.40873,1.0,0,"myPlanckTaper(AdaBoostLearner(myGaussian(myBartlettHann(ARG0, 0), 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(2), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",106.8,10.0,34.0,212,1,14
212,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,213,1,14
213,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,214,1,14
214,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,215,1,14
215,5.487,1.0,9,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 1, 0.01)",6.6,48.4,43.0,216,1,14
216,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,217,1,15
217,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,218,1,15
